hanzi_trad	hanzi_simp	pinyin	transcr	transc_rus	rus_translation	note	chinese_translation
哦將兒	哦将儿	NONE	γɤ-ʨiɐ-ər	оцзяр	озяр (мерка)		A:39b-02 升子
笑馬	笑马	NONE	ɕiau-ma	сяома	сёма (прибор для снятия нагара)		A:39b-02 蠟剪子
布失	布失	NONE	pu-səʔ	пуш	пуш (пушка)		A:39b-02 大鐵炮
淂煉什坎	淂炼什坎	NONE	tiəʔ-lie-səʔ-k‘æ̃	дилесэка	деляшка (кочка)		A:39b-03 土堆子
鬧求坎	闹求坎	NONE	nau-ʨ‘iəu-k‘æ̃	наоцюкэ	ночка (кочка)		A:39b-03 土台
哥洛	哥洛	NONE	kɤ-luəʔ	голу	кол		A:39b-03 化木
必煉之泥各	必炼之泥各	NONE	piə -lie-tsɿ-ni-kəʔ ʔ	билецзынигэ	березник (жердь)		A:39b-03 化皮
沙仁	沙仁	NONE	sa-zəŋ	сазэн	сажа (каменный уголь)		A:39b-04 煙煤
則日力蓋的納	则日力盖的纳	NONE	tsəʔ-zəʔ-liəʔ-kai-tiəʔ-naʔ	цзэзэлигайдина	зажелигатина (зажигательное стекло, лупа)		A:39b-04 火鏡子
各煉史地兒	各炼史地儿	NONE	kə -lie-sɿ-ti-ər ʔ	гэлесыдир	клейстер		A:39b-04 面糊
納少的坎/計史坎	纳少的坎/计史坎	NONE	na -sau-tiə -k‘æ̃ / ʨi-sɿ-k‘æ̃	насаодикэ / цзисыкэ	нащётка / тиска (клеевая кисть)		A:39b-04 面糊刷
看史坎	看史坎	NONE	k‘æ̃-sɿ-k‘æ̃	кэсыкэ	киска (кисточка для смазки)		A:39b-05 油刷子
巴兒坎	巴儿坎	NONE	pa-ər-k‘æ̃	баркэ	барка (препятствие)		A:39b-05 格檻(攔)
史哥兒內羅旦	史哥儿内罗旦	NONE	sɿ-kɤ-ər-nuei-luɤ-tæ̃	сыгорнуйлодэ	сковорода		A:39b-05 鐵盤
麻害	麻害	NONE	ma-xai	махай	махай (обмахиваться веером)		A:39b-05 扇兒力
謝米什坎/謝明	谢米什坎/谢明	NONE	ɕie-mi-sə -k‘æ̃ / ɕie-miŋ	семисэкэ / семин	семечка / семена		A:40a-02 籽則
不色地	不色地	NONE	pə -sə -ti ʔ ʔ	бэсэди	посади (высадить рассаду)		A:40a-02 種(腫)了
垻失	垻失	NONE	pa-sə  ʔ	басэ	паши (вспахать)		A:40a-02 耕力
什納	什纳	NONE	sə -na  ʔ ʔ	сэна	пшено		A:40a-02 稻米
不罷(羅)史	不罢(罗)史	NONE	pə -luɤ-sɿ ʔ	бэлосы	просо		A:40a-03 小米
各流合	各流合	NONE	kə -liəu-xə  ʔ ʔ	гэлюхэ	горох		A:40a-03 豆子
失泥子	失泥子	NONE	sə -ni-tsɿ ʔ	сэницзы	пшеница		A:40a-03 麥子
約失命坎	约失命坎	NONE	yə -sə -miŋ-k‘æ̃ ʔ ʔ	юсэминкэ	ячминка (ячмень)		A:40a-03 莜麥
各連求合	各连求合	NONE	kə -lie-ʨ‘iəu-xə  ʔ	гэлецюхэ	гречиха		A:40a-04 蕎麥
謝明	谢明	NONE	ɕie-miŋ	семин	семя [конопляное]		A:40a-04 蔴子
則罷史/毛代	则罢史/毛代	NONE	tsəʔ-pa-sɿ / mau-tai	цзэбасы / маодай	запас / молотый (мука)		A:40a-04 白麵
勞不失坎	劳不失坎	NONE	lau-pəʔ-səʔ-k‘æ̃	лаобэсэкэ	лапушка (лапша)		A:40a-04 卦(掛)麵
哦獨被/幾而懦	哦独被/几而懦	NONE	γɤ-tuə -pei /  ʨi-ər-nuɤ	одубэй / цзирно	отруби / зерно (отруби)		A:40a-05 麩子
各布史	各布史	NONE	kə -pu-sɿ ʔ	гэбусы	капуста		A:40a-05 白菜
哼各而此	哼各而此	NONE	xəŋ-kəʔ-ər-ts‘ɿ	хэнгэрцы	огурцы		A:40a-05 黃瓜
艮邊而	艮边而	NONE	iŋ-pie-ər	инбер	имбирь		A:40a-05 閔姜
本不浪子	本不浪子	NONE	pəŋ-pə -lɐ-tsɿ ʔ	бэнбэлацзы	померанец		A:40b-01 橘并
丁泥力	丁泥力	NONE	tiŋ-ni-liə  ʔ	диннили	дыня		A:40b-01 甜瓜
磨羅個伏	磨罗个伏	NONE	mɤ-luɤ-kɤ-fə  ʔ	мологофэ	морковь		A:40b-01 胡羅卜
日煉子	日炼子	NONE	zə -lie-tsɿ ʔ	зэлецзы	редька (железо)		A:40b-01 水羅卜
七令面子	七令面子	NONE	ʨ‘iə -liŋ-mie-tsɿ ʔ	цилинмецзы	черемедза (черемша)		A:40b-02 韮菜
地各凹	地各凹	NONE	ti-kə -va ʔ	дигэва	тыква		A:40b-02 番瓜
各兒池子	各儿池子	NONE	kəʔ-ər-ts‘ɿ-tsɿ	гэрцыцзы	горчица		A:40b-02 芥花 
龍乎	龙乎	NONE	luŋ-xu	лунху	лук [репчатый]		A:40b-02 蔥兒 
車史鬧坎	车史闹坎	NONE	ts‘ɤ-sɿ-nau-k‘æ̃	цосынаокэ	чеснок		A:40b-03 蒜 
各連貝	各连贝	NONE	kə -lie-pei ʔ	гэлебэй	грибы		A:40b-03 蘑菇 
把地彥	把地彦	NONE	pa-ti-ie	бадие	бадьян		A:40b-03 大料 
變連子	变连子	NONE	pie-lie-tsɿ	белецзы	перец		A:40b-03 古月 
吔煉合	吔炼合	NONE	ie-lie-xəʔ	елехэ	орех [грецкий]		A:40b-04 核桃 
吃不𡰪吓	吃不𡰪吓	NONE	ts‘ə -pə -tuə -xa ʔ ʔ ʔ	цзэбэдуха	чебтуха (чебушник)		A:40b-04 棗兒 
各失旦	各失旦	NONE	kə -sə -tæ̃ ʔ ʔ	гэсэтэ	каштан		A:40b-04 粟子 
未納各拉子	未纳各拉子	NONE	vei-na -kə -la-tsɿ ʔ ʔ	вэйнагэлацзы	виноградза (изюм)		A:40b-04 乾葡萄 
遶達雅不力坎	遶达雅不力坎	NONE	zau-taʔ ia-pəʔ-liəʔ-k‘æ̃	заода ябэликэ	желтое яблоко (груша)		A:40b-05 梨兒 
變力泥子	变力泥子	NONE	pie-liəʔ-ni-tsɿ	белиницзы	белиница (персик)		A:40b-05 桃兒 
各拉史內牙不力坎	各拉史内牙不力坎	NONE	kəʔ-la-sɿ-nuei ia-pəʔ-liəʔ-k‘æ̃	гэласынуй ябэликэ	красный (красное) яблоко		A:40b-05 菓子 
哈力慢	哈力慢	NONE	xa-liəʔ-mæ̃	халимэ	хурма		A:40b-05 柿子 
七令伏	七令伏	NONE	ʨ‘iə -liŋ-fəʔ ʔ	цилинфэ	слива (абрикос)		A:41a-01 杏兒 
牙的兒/明的力	牙的儿/明的力	NONE	ia-tiəʔ-ər / miŋ-tiəʔ-liəʔ	ядир / миндили	ядра / миндаль		A:41a-01 杏仁 
不史佃洛/不史拉	不史佃洛/不史拉	NONE	pə -sɿ-t‘ie-luəʔ / pəʔ-sɿ-la	бэсэдилу / бэсыла	пастилу / пастила		A:41a-01 三査糕
哦羅設/哦羅史	哦罗设/哦罗史	NONE	γɤ-luɤ-səʔ / γɤ-luɤ-sɿ	олосэ / олусы	рожь		A:41a-01 大麥
巴兒含氣	巴儿含气	NONE	pa-ər-xæ̃-ʨ‘i	бархэци	бархацы (хризантема)		A:41a-02 菊花
馬克	马克	NONE	ma-k‘ə  ʔ	макэ	мак		A:41a-02 窩巨蓮
哈勿杜	哈勿杜	NONE	xa-və -tu ʔ	хавэду	хавату (еда)		A:41a-02 菜
昔力	昔力	NONE	ɕiəʔ-liəʔ	сили	сели (сельдерей)		A:41a-02 葫芹
吔煉卜	吔炼卜	NONE	ie-lie-pəʔ	елебэ	репа		A:41a-03 蔓菁
黑煉卜哦羅的	黑炼卜哦罗的	NONE	xə -lie-pəʔ γɤ-luɤ-tiəʔ	хэлебэлоди	хлебород (хороший урожай)		A:41a-03 好收成
此未淂哦羅斯線(緯)利之	此未淂哦罗斯线(纬)利之	NONE	ts‘ɿ-vei-tiəʔ γɤ-luɤ-sɿ-vei-li-tsɿ	цывэйди олосывэйлицзы	цветы расцвелиться (цветы расцвели)		A:41a-03 花開了
各兒池之	各儿池之	NONE	kə -ər-ts‘ɿ-tsɿ ʔ	гэрцыцзы	горчица		A:41a-04 芥菜
各拉史內變連子	各拉史内变连子	NONE	kəʔ-la-sɿ-nuei pie-lie-tsɿ	гэласынуй белецзы	красный перец		A:41a-04 花椒
失被失內	失被失内	NONE	sə -pei-səʔ-nuei ʔ	сэбэйсэнуй	шипешный (растение с шипами)		A:41a-04 梅桂花
哈泥史	哈泥史	NONE	xa-ni-sɿ	ханисы	анис		A:41a-04 小回(茴)香
力的泥子	力的泥子	NONE	liəʔ-tiəʔ-ni-tsɿ	лидиницзы	леденец		A:41a-05 氷糖
各兒道非	各儿道非	NONE	kə -ər-tau-fei ʔ	гэрдаофэй	картофель		A:41a-05 回子山藥
非煙凍	非烟冻	NONE	fei-ie-tuŋ	фэйедун	фаэтон		A:41a-05 元寶車
束害	束害	NONE	suəʔ-xai	сухай	сухой (сухофрукты)		A:41a-05 梨
高勿利	高勿利	NONE	kau-vəʔ-li	гаовэли	говори		A:41b-02 說
史勞旺	史劳旺	NONE	sɿ-lau-vɐ	сылаова	слова		A:41b-02 話
凹什	凹什	NONE	va-sə  ʔ	васэ	ваша (ваша семья)		A:41b-02 你家
那什	那什	NONE	na-səʔ	насэ	наша (наша семья)		A:41b-02 我家
地白	地白	NONE	ti-piə  ʔ	диби	тебе (ты)		A:41b-03 你
門牙	门牙	NONE	məŋ-ia	мэнъя	меня (я)		A:41b-03 我
高旺/高帽	高旺/高帽	NONE	kau-vɐ / kau-mau	гаова / гаомо	кого / кому (кто)		A:41b-03 誰
其牙	其牙	NONE	ʨ‘i-ia	ция	чья (чей дом)		A:41b-03 誰家
堯旺	尧旺	NONE	iau-vɐ	яова	его (он)		A:41b-04 他
秋歲內	秋岁内	NONE	ʨ‘iəu-suei-nuei	цюсуйнуй	чужойный (чужой человек)		A:41b-04 别人
六地	六地	NONE	liəu-ti	люди	люди (посторонний человек)		A:41b-04 傍人
淂拉史徒/淂拉尾	淂拉史徒/淂拉尾	NONE	tiəʔ-la-sɿ-t‘u / tiəʔ-la-vei	диласыту /дилавэй	здравствуй / здравый (приветствие)		A:41b-04 問好
色地史	色地史	NONE	səʔ-ti-sɿ	сэдисы	садись		A:41b-05 坐下
昔地	昔地	NONE	ɕiə -ti ʔ	сиди	сиди		A:41b-05 坐垻(吧)
茶襪利	茶袜利	NONE	ts‘a vaʔ-li	ца вали	чай вари (заварить чай)		A:41b-05 動茶
茶納煉	茶纳炼	NONE	ts‘a naʔ-lie	ца нале	чай налей (разливать чай)		A:41b-05 斟茶
才古失/才變	才古失/才变	NONE	ts‘ai ku-səʔ / ts‘ai pie	цай гусэ / цай бе	чай кушай / чай пей (пить чай)		A:42a-01 喝茶
才各備	才各备	NONE	ts‘ai kə -pi ʔ	цай гэби	чай кипи (заварить чай)		A:42a-01 茶漆(沏)了
不細罷	不细罢	NONE	pəʔ-ɕi-pa	сэсиба	спасибо		A:42a-01 請罷
念賀池	念贺池	NONE	nie xɤ-ts‘ɿ	не хоцы	не хочи (не буду пить)		A:42a-01 不喝了
刀野力	刀野力	NONE	tau-ie-liə  ʔ	даоели	доели (хватит)		A:42a-02 夠了
不力少/不力應侯	不力少/不力应侯	NONE	pə -liə -sau /  pəʔ-liəʔ-iŋ-xəu	бэлисао / бэлинхоу	пришёл / приехал (придти)		A:42a-02 來了
不少	不少	NONE	pə -sau ʔ	бэсао	пошёл (иди)		A:42a-02 走牙
波地	波地	NONE	pɤ-ti	боди	поди (отправляйся)		A:42a-02 走罷
不少拉	不少拉	NONE	pəʔ-sau-la	бэсаола	пошла (пойти)		A:42a-03 走拉
不何地	不何地	NONE	pə -xɤ-ti ʔ	бэходи	походи (уйти)		A:42a-03 去了
不哥力不力各大兒司徒	不哥力不力各大儿司徒	NONE	pə -kɤ-liə  pə -liə - kə -ta-ər-sɿ-t‘u	бэголи бэлигэдарсыту	покорно благодарствуй (благодарю покорно)		A:42a-03 道費心
不佃洛	不佃洛	NONE	pə -t‘ie-luə  ʔ	бэтелу	подело (сделать)		A:42a-04 做力
古變	古变	NONE	ku-pie	губэ	купи		A:42a-04 買
不兒代/不羅代/不羅達外	不儿代/不罗代/不罗达外	NONE	pə -ər-tai / pə -luɤ-tai / pəʔ-luɤ-taʔ-vai	бэрдай / бэлодай / бэлодавай	продай / продавай		A:42a-04 賣
朝旺○失道/各怪○各蓋	朝旺○失道/各怪○各盖	NONE	ts‘au-vɐ, sə -tau /kə -kuai, kə -kai	цаова, сэдао /гэгуай, гэгай	чего, что / какой,какая		A:42a-04 甚
波兒善/惟利坎	波儿善/惟利坎	NONE	pɤ-ər-sæ̃ / vei-li-k‘æ̃	борсэ / вэйликэ	большой / великий		A:42a-05 大
麻令坎	麻令坎	NONE	ma-liŋ-k‘æ̃	малинкэ	маленький		A:42a-05 小
木鬧各	木闹各	NONE	məʔ-nau-kəʔ	мэнаогэ	много		A:42a-05 多
麻洛○命池	麻洛○命池	NONE	ma-luəʔ / miŋ-ts‘ɿ	малу / минцы	мало / меньше (мало)		A:42a-05 少
何勞什/刀不力/路池	何劳什/刀不力/路池	NONE	xɤ-lau-sə  / tau-pəʔ-liəʔ / ləu-ts‘ɿ	холаосэ / даобэли / лоуцы	хороший / добрый / лучше		A:42b-01 好
戶達/戶日	户达/户日	NONE	xu-taʔ / xu-zəʔ	худа / хузэ	худо / хуже (плохой)		A:42b-01 歹
史唐牙什	史唐牙什	NONE	sɿ-t‘ɐ-ia-sə	сытаясэ	стоящий (настоящий)	ʔ	A:42b-01 眞的
伐力世外/池艮內	伐力世外/池艮内	NONE	fa -liə -sɿ-vai / ts‘ɿ-kəŋ-nuei	фалисывай / цыгэннуй	фальшивый / цигный (искусственный)		A:42b-01 假的
惟捎坎	惟捎坎	NONE	vei-sau-k‘æ̃	вэйсаокэ	высокий		A:42b-02 高
泥史	泥史	NONE	ni-sɿ	нисы	низ		A:42b-02 底子
麻吊兒內	麻吊儿内	NONE	ma-tiau-ər-nuei	мадяорнуй	матёрый (рослый)		A:42b-02 長
不(各)浪淂坎	不(各)浪淂坎	NONE	kəʔ-lɐ-tiəʔ-k‘æ̃	гэладикэ	короткий		A:42b-02 短
失亮坎	失亮坎	NONE	səʔ-liɐ-k‘æ̃	сэлякэ	широкий		A:42b-03 寬
悞心坎	悞心坎	NONE	u-ɕiŋ-k‘æ̃	усинкэ	узенький (узкий)		A:42b-03 窄
討數太	讨数太	NONE	t‘au-su-t‘ai	таосутай	толстый (грубый)		A:42b-03 粗
凍艮坎	冻艮坎	NONE	tuŋ-niŋ-k‘æ̃	дуннинкэ	тоненький (тонкий)		A:42b-03 細
料亨坎	料亨坎	NONE	liau-xəŋ-k‘æ̃	ляохэнкэ	лёгенький		A:42b-04 輕
的只浪	的只浪	NONE	tiə -tsɿ-lɐ ʔ	дицзыла	тяжёлый		A:42b-04 重
洞色坎(地)	洞色坎(地)	NONE	tuŋ-səʔ-ti	дунсэди	толстый (полный)		A:42b-04 厚
洞坎	洞坎	NONE	tuŋ-k‘æ̃	дунка	тонкий		A:42b-04 薄
哦兒則被	哦儿则被	NONE	γɤ-ər-tsəʔ-pei	орцзэбэй	разбей		A:42b-05 揩開
則未日	则未日	NONE	tsəʔ-vei-zəʔ	цзэвэйзэ	завяжи		A:42b-05 捆住
納西被	纳西被	NONE	na -ɕi-pei ʔ	насибэй	насыпай		A:42b-05 粧上
納力外	纳力外	NONE	na -liə -vai ʔ ʔ	наливай	наливай		A:42b-05 套上
波羅日	波罗日	NONE	pɤ-luɤ-zəʔ	болозэ	положи (класть)		A:43a-01 放上
不昔地力	不昔地力	NONE	pə -ɕiə -ti-liə  ʔ ʔ ʔ	бэсидили	постели (стелить)		A:43a-01 接來/鋪下
不勿兒地	不勿儿地	NONE	pə -və -ər-ti ʔ ʔ	бэвэрди	поверти (завернуть)		A:43a-01 包住
哦獨不利	哦独不利	NONE	γɤ-tuəʔ-pəʔ-li	одубэли	отопри		A:43a-01 開開
襍不利	襍不利	NONE	tsa -pəʔ-li ʔ	цзабэли	запри (запереть)		A:43a-02 閑(閉)住
無告兒納	无告儿纳	NONE	u-kau-ər-na  ʔ	угаорна	угольный (квадратный)		A:43a-02 方的
谷路合	谷路合	NONE	kuə -ləu-xəʔ ʔ	гулоухэ	круг (круглый)		A:43a-02 圓的
偏力未地	偏力未地	NONE	p‘ie-liəʔ-vei-ti	беливэйди	перевитый (связанный)		A:43a-02 扁的
夜史	夜史	NONE	ie-sɿ	есы	есть (иметься)		A:43a-03 有力
念獨	念独	NONE	nie-tuəʔ	неду	нету (не иметься)		A:43a-03 莫有
不羅西那獨	不罗西那独	NONE	pə -luɤ-ɕi na-tuəʔ ʔ	бэлоси наду	проси надо (требовать)		A:43a-03 要力
念那獨	念那独	NONE	nie na-tuəʔ	не наду	не надо		A:43a-03 不要
哦代	哦代	NONE	γɤ-tai	одай	отдай (давать)		A:43a-04 與力
念哦代	念哦代	NONE	nie γɤ-tai	не одай	не давать (не отдай)		A:43a-04 不與
柒兒內	柒儿内	NONE	ʨ‘iə -ər-nuei ʔ	цирнуй	жирный (толстый)		A:43a-04 肥的
素合	素合	NONE	su-xə  ʔ	сухэ	сух (сухопарый)		A:43a-04 瘦的
不昔備力/襪料內	不昔备力/袜料内	NONE	pəʔ-ɕiəʔ-pi-liəʔ /vaʔ-liau-nuei	бэсибили / валяонуй	поспелый / варёный (состряпанный)		A:43a-05 熟的
借史當/謝洛	借史当/谢洛	NONE	ʨie-sɿ-tɐ / ɕie-luəʔ	цзесыта / селу	чистый / сырой		A:43a-05 生的
哈拉子內	哈拉子内	NONE	xa-la-tsɿ-nuei	халацзынуй	ранний		A:43a-05 早力
棒史唐	棒史唐	NONE	pɐ̃-sɿ-t‘ɐ	басыта	постой (помедлить)		A:43a-05 遲拉
納未力戶	纳未力户	NONE	na -vei-liə -xu ʔ ʔ	навэйлиху	наверху		A:43b-01 上頭
納泥數	纳泥数	NONE	na -ni-su ʔ	нанису	нанизу (внизу)		A:43b-01 下頭
昔料淂坎	昔料淂坎	NONE	ɕiə -liau-tiə -k‘æ̃ ʔ ʔ	силяодикэ	серёдка (посередине)		A:43b-01 當中
未兒合	未儿合	NONE	vei-ər-xəʔ	вэйрхэ	верх (устремляться вверх)		A:43b-01 浮上
煉外/納力旺	炼外/纳力旺	NONE	lie-vai / na -liə -vɐ ʔ ʔ	левай / налива	левый / налево		A:43b-02 左
納不拉外	纳不拉外	NONE	na -pə -la-vai ʔ ʔ	набэлавай	направый (направо)		A:43b-02 右
納不料子	纳不料子	NONE	na -pə -liau-tsɿ ʔ ʔ	набэляоцзы	наперёдза (впереди)		A:43b-02 前頭
柵的內	栅的内	NONE	tsa-tiəʔ-nuei	цзадинуй	задний (позади)		A:43b-02 後頭
磨羅定坎	磨罗定坎	NONE	mɤ-luɤ-tiŋ-k‘æ̃	молодинкэ	молоденький		A:43b-03 嫩的
史大利	史大利	NONE	sɿ-ta-li	сыдали	старый [по возрасту]		A:43b-03 老的
鬧尾	闹尾	NONE	nau-vei	наовэй	новый		A:43b-03 新
史大利	史大利	NONE	sɿ-ta-li	сыдали	старый [по сроку]		A:43b-03 舊
不利泥西/未幾	不利泥西/未几	NONE	pə -li-ni-ɕi / vei-ʨi ʔ	бэлиниси / вэйцзи	перенеси / вези (доставлять)		A:43b-04 拿來
納泥西	纳泥西	NONE	na -ni-ɕi ʔ	наниси	нанеси (приносить)		A:43b-04 拿住
不泥西/必路	不泥西/必路	NONE	piə -ni-ɕi / piəʔʔ-ləu	биниси / билоу	принеси / беру (брать)		A:43b-04 拿
勿教	勿教	NONE	və -ʨiau ʔ	вэцзяо	взял		A:43b-04 拿了
臥之迷/不别利	卧之迷/不别利	NONE	vɤ-tsɿ-mi / pəʔ-piəʔ-li	воцзыми / бэбили	возьми / побери (унести)		A:43b-05 拿的去
不衣賣	不衣卖	NONE	pə -i-mai ʔ	бэимай	поймай (схватить)		A:43b-05 捉住
不别利	不别利	NONE	pə -piə -li ʔ ʔ	бэбили	побери (забирать)		A:43b-05 取力
不達田/棒大史/達要失	不达田/棒大史/达要失	NONE	pə -taʔʔ-t‘ie / pɐ-ta-sɿ / taʔ-iau-səʔ	бэдате / бадасы /даяосэ	подать / подашь / даёшь (возвращать)		A:43b-05 還力
數什/四什	数什/四什	NONE	su-sə  / sɿ-səʔʔ	сусэ / сысэ	слушай / слышь (слышать)		A:44a-01 聽着
各洛地	各洛地	NONE	kə -luə -ti ʔ ʔ	гэлоди	клади (класть)		A:44a-01 放下
獨凹兒達史蓋	独凹儿达史盖	NONE	tuə -va-ər ta -sɿ-kai	дувар дасыгай	товар таскай (грузить товар)		A:44a-01 磊貨
帽的內	帽的内	NONE	mau-tiə -nuei ʔ	маодинуй	модный (ходовой товар)		A:44a-01 快貨
史哥兒力	史哥儿力	NONE	sɿ-kɤ-ər-liəʔ	сыгорли	скорей (быстрее)		A:44a-02 快些
佃恆坎/地恆坎	佃恆坎/地恆坎	NONE	t‘ie-xəŋ-k‘æ̃ /ti-xəŋ-k‘æ̃	техэнкэ / дихэнка	тихонько (медленнее)		A:44a-02 慢些
把蜜淂	把蜜淂	NONE	pa-miə -tiə  ʔ ʔ	бамиди	память (помнить)		A:44a-02 計只
則布拉	则布拉	NONE	tsəʔ-pu-la	цзэбула	забыла		A:44a-02 忘了
不易此	不易此	NONE	pə -i-ts‘ɿ ʔ	бэицы	боится		A:44a-03 怕力
昔兒地之	昔儿地之	NONE	ɕiə -ər-ti-tsɿ ʔ	сирдицзы	сердиться		A:44a-03 惱了
不各念外西	不各念外西	NONE	pə -kə -nie-vai-ɕi ʔ ʔ	бэгэневайси	погневайся (укорять)		A:44a-03 怪力
